age mass fe/h mg/fe si/fe
7.676475454425051 0.925 -0.5345012270650678 -0.08789112565505003 0.2004407153246947
8.689540648547595 0.875 -0.20272845423124955 -0.15537257605044225 0.21478837867083295
11.0 0.5 -0.5607410330193566 -0.03400545427044294 0.28873299452748225
8.639999999999999 0.575 -0.6089128352319104 -0.01652428956224271 0.3837647531930355
8.059999999999999 0.55 0.10761721854398595 -0.3270361666066212 0.048793184361985834
13.27378383094559 0.5 -1.044327172065326 0.12112182471112334 0.4452814734498794
11.18 0.55 -0.7205993699021959 0.05571442524671983 0.32051368152579024
12.719999999999999 0.525 -1.2015642044903767 0.09345532579213321 0.4689129862540505
8.27425862425906 0.7 -0.9479432207911271 0.029402835148288106 0.4390185502365613
9.617163097772249 0.6 -0.4696834129282315 -0.0035039276579835396 0.22860957035616258
13.12 0.55 -0.650433710586283 0.05725238241599061 0.2548962653401017
11.23510444966032 0.625 -1.974778648722791 0.08397743810405468 0.5376027367464905
12.799999999999999 0.7 -0.9152208012468278 0.07633775404179914 0.40068075749788706
7.539999999999999 0.725 -1.0650530029649354 0.08169628433139989 0.39600072481139614
10.219999999999999 0.7 -0.7427811785005362 0.02759636460344619 0.3690615898881364
6.391725463801189 0.5 0.414226234303731 -0.5261437519637215 -0.04727334203612462
8.16 0.675 -1.0200446388949944 0.08332550281989937 0.41895553968903865
10.86 0.575 -1.577737442202466 0.14328015931133387 0.5371062545207087
6.327185394497967 0.95 0.5369969407276073 -0.5854062317055321 -0.07687699669169132
2.213612443432381 0.5 0.6397282567822432 -0.6461702239619191 -0.11965956271667844
7.288079436609531 0.625 0.3565525173734883 -0.4912121349363092 0.007535235654526198
9.854121635832577 0.65 -1.4254928194196446 0.13983655646638388 0.5232674785591468
7.338588335778696 0.55 0.3305942513984198 -0.4581455880735241 -0.07304481182481101
6.579999999999999 0.875 -0.21797749157740107 -0.13187985689883078 0.20835934821649313
13.44 0.725 -0.5017392606952742 -0.07869224934736689 0.2637098988933855
8.377037873540479 0.55 -0.5504135412261073 -0.0828186676776353 0.29144364927879735
10.18 0.6 -0.5199574458844834 -0.08831418887443482 0.2427112922738574
5.650230163944358 0.625 -0.6149913433691812 0.02815631542261563 0.3230572178486325
9.62 0.725 -0.10842432449139439 -0.18690984416586454 0.19167340257673135
4.323950017027485 0.675 -1.0519960592166158 0.13127150857619097 0.3784269325082051
3.808182863804574 0.9750000000000001 -1.088122213882869 0.12910629235902715 0.42166214610203995
7.923333951242279 0.575 -0.7777303486267514 0.015816476819826848 0.34775897063890016
13.329319309660763 0.8 -0.7002123612839667 0.06495526353485859 0.3242533919304675
4.4357465805007035 0.525 0.5053821543697778 -0.5468166056792952 -0.13366629541881161
7.609668492109589 1.0 -0.9323594908794237 0.005074276193899455 0.44696351039493565
9.04029391600226 0.5 -0.5842395895240532 -0.035575091276950487 0.31144179946189604
12.0686511303565 0.5 -1.2599026978329628 0.156985207770153 0.4575333633715362
5.949595607445208 0.575 -0.5512106663316405 -0.04170574263839183 0.2744810885171293
10.287336724668995 0.7 -0.8697213876299232 0.06869225963275102 0.4298521110028319
6.879999999999999 0.9750000000000001 -0.5287707127722138 -0.08698699812831992 0.27612850019130564
7.662480129233762 0.875 0.20642504604926168 -0.36738061292608193 0.00638064334283148
7.251092265674497 0.5 -0.3566593105361105 -0.09990819146137744 0.2092726642355679
